parameter,mean,median,mode,hpd_min,hpd_max,mutant,repressors,operator,IPTGuM,class
accept_stat__,0.9143718039553097,0.9539777677143157,0.9447247948918042,0.6932952023247515,1.0,Q21M-Q294K,260.0,O2,5.0,DBL
stepsize__,0.5122033661363977,0.5158259325269909,0.5013613932968981,0.43751326820771774,0.5796483312837549,Q21M-Q294K,260.0,O2,5.0,DBL
n_leapfrog__,6.256,7.0,7.0,3,7,Q21M-Q294K,260.0,O2,5.0,DBL
fc_mu_wt,0.042468895559810045,0.042519467378782816,0.04271985416198465,0.03357831993247129,0.050756393877162354,Q21M-Q294K,260.0,O2,5.0,DBL
log_fc_sigma_wt,-4.295242578778048,-4.3137058287128625,-4.406111452526272,-4.734944892950343,-3.8317931809482415,Q21M-Q294K,260.0,O2,5.0,DBL
fc_mu_mut,0.08208639381841944,0.08214522419466846,0.08291059035617487,0.06331028838493624,0.10043810310289669,Q21M-Q294K,260.0,O2,5.0,DBL
log_fc_sigma_mut,-3.8318080082753014,-3.865849816042756,-4.043073870061752,-4.4424122474295595,-3.107755912743503,Q21M-Q294K,260.0,O2,5.0,DBL
fc_sigma_wt,0.014027332602826993,0.013383859315342465,0.012202536335154028,0.008205400056467697,0.020693351855530447,Q21M-Q294K,260.0,O2,5.0,DBL
fc_sigma_mut,0.023216105501059514,0.02094511538182149,0.017543463123302218,0.010861010048284596,0.04207609168272221,Q21M-Q294K,260.0,O2,5.0,DBL
lp__,54.53456607571909,54.89776283389721,56.6968418286866,51.48887270963326,56.64109858563627,Q21M-Q294K,260.0,O2,5.0,DBL
bohr_wt,-3.121015593055043,-3.1143433624056946,-3.1094323011530656,-3.3354348392888773,-2.907272870506164,Q21M-Q294K,260.0,O2,5.0,DBL
bohr_mut,-2.421418088338943,-2.4135504748364403,-2.403442167292548,-2.6916174093401013,-2.1903649149187014,Q21M-Q294K,260.0,O2,5.0,DBL
delta_bohr,-0.6995975047161138,-0.7024750465507823,-0.7059901338605177,-1.0497505012854553,-0.36931119342529284,Q21M-Q294K,260.0,O2,5.0,DBL
chain,2.5,2.5,3.0,1,4,Q21M-Q294K,260.0,O2,10.0,DBL
chain_idx,500.5,500.5,741.0,1,951,Q21M-Q294K,260.0,O2,10.0,DBL
warmup,0.0,0.0,0.0,0,0,Q21M-Q294K,260.0,O2,10.0,DBL
divergent__,0.0,0.0,0.0,0,0,Q21M-Q294K,260.0,O2,10.0,DBL
energy__,-47.78380076803875,-48.15456541221796,-51.34701564688826,-51.36992303026831,-43.51676188262325,Q21M-Q294K,260.0,O2,10.0,DBL
treedepth__,2.6525,3.0,3.0,2,3,Q21M-Q294K,260.0,O2,10.0,DBL
accept_stat__,0.9095861884047195,0.9530306020020994,0.9952793716679376,0.660515773491743,1.0,Q21M-Q294K,260.0,O2,10.0,DBL
stepsize__,0.5313097149436141,0.543210728181575,0.5238086030527374,0.43893152844101513,0.5998858749703229,Q21M-Q294K,260.0,O2,10.0,DBL
n_leapfrog__,6.3485,7.0,7.0,3,7,Q21M-Q294K,260.0,O2,10.0,DBL
fc_mu_wt,0.07702625030688827,0.07710679999098269,0.07677056093101908,0.06380871099010266,0.0898189626384629,Q21M-Q294K,260.0,O2,10.0,DBL
log_fc_sigma_wt,-3.917272136603407,-3.93465506346286,-4.02651314947732,-4.349428485016723,-3.4375923635349035,Q21M-Q294K,260.0,O2,10.0,DBL
fc_mu_mut,0.08506273874259282,0.08561070369173623,0.0874160495759474,0.059882854952189035,0.11229827176332263,Q21M-Q294K,260.0,O2,10.0,DBL
log_fc_sigma_mut,-3.5996522664854282,-3.638188806486064,-3.8306540039677963,-4.327356299287196,-2.925713710086019,Q21M-Q294K,260.0,O2,10.0,DBL
fc_sigma_wt,0.020525943472669606,0.019552442641947623,0.017836414562321035,0.012247570038640507,0.03071121360024589,Q21M-Q294K,260.0,O2,10.0,DBL
fc_sigma_mut,0.029440843666590912,0.026299935127088673,0.021695422096906655,0.012434355360049961,0.05282707564643985,Q21M-Q294K,260.0,O2,10.0,DBL
lp__,49.77807517937712,50.1489905094254,52.090093598544,46.5801901918556,52.06911991610286,Q21M-Q294K,260.0,O2,10.0,DBL
bohr_wt,-2.487701452564412,-2.4823220448450884,-2.4870565378618252,-2.6752358830326024,-2.306138259109727,Q21M-Q294K,260.0,O2,10.0,DBL
bohr_mut,-2.389488569661361,-2.3684460901026356,-2.3456011822945975,-2.7383366014349093,-2.0571785670606797,Q21M-Q294K,260.0,O2,10.0,DBL
delta_bohr,-0.09821288290305483,-0.11237149702837379,-0.14145535556722777,-0.5089440399420244,0.28962123850662946,Q21M-Q294K,260.0,O2,10.0,DBL
chain,2.5,2.5,3.0,1,4,Q21M-Q294K,260.0,O2,25.0,DBL
chain_idx,500.5,500.5,783.0,1,951,Q21M-Q294K,260.0,O2,25.0,DBL
warmup,0.0,0.0,0.0,0,0,Q21M-Q294K,260.0,O2,25.0,DBL
divergent__,0.0,0.0,0.0,0,0,Q21M-Q294K,260.0,O2,25.0,DBL
energy__,-40.05503312054118,-40.345457623436104,-43.727191150529634,-43.4802176226379,-35.91121526514334,Q21M-Q294K,260.0,O2,25.0,DBL
treedepth__,2.68275,3.0,3.0,2,3,Q21M-Q294K,260.0,O2,25.0,DBL
accept_stat__,0.9218291704545792,0.9585973249372433,0.9909132020608363,0.7240699268488406,1.0,Q21M-Q294K,260.0,O2,25.0,DBL
stepsize__,0.5258812622429706,0.5126105263436623,0.5307677665419485,0.48356335031740694,0.5947406459671974,Q21M-Q294K,260.0,O2,25.0,DBL
n_leapfrog__,6.3035,7.0,7.0,3,7,Q21M-Q294K,260.0,O2,25.0,DBL
fc_mu_wt,0.23800706665385093,0.23807726859494233,0.23930903292063654,0.19690348681428016,0.27648203244950675,Q21M-Q294K,260.0,O2,25.0,DBL
log_fc_sigma_wt,-2.732329016061903,-2.751673192456202,-2.854448410458868,-3.182979643669781,-2.2657821428024514,Q21M-Q294K,260.0,O2,25.0,DBL
fc_mu_mut,0.1011847004220164,0.10100615064181795,0.10210789571234258,0.08886540043472269,0.11393473848295299,Q21M-Q294K,260.0,O2,25.0,DBL
log_fc_sigma_mut,-4.2764317142443,-4.318670708699365,-4.474345828773191,-4.957710408435529,-3.597745843262056,Q21M-Q294K,260.0,O2,25.0,DBL
fc_sigma_wt,0.06696785134096905,0.0638209870512712,0.05758757706717037,0.04036339298420801,0.10222684086711145,Q21M-Q294K,260.0,O2,25.0,DBL
fc_sigma_mut,0.014929509078455335,0.013317574719407196,0.011397675717791515,0.006815483490529715,0.027008940758411797,Q21M-Q294K,260.0,O2,25.0,DBL
lp__,42.04816170801354,42.37183677407609,44.243545448880894,39.016508481411826,44.20057567336241,Q21M-Q294K,260.0,O2,25.0,DBL
bohr_wt,-1.1668724807889537,-1.1632498692666513,-1.156471445980461,-1.388938012197597,-0.9473937810135398,Q21M-Q294K,260.0,O2,25.0,DBL
bohr_mut,-2.1860321552462896,-2.1860947805844018,-2.1740198546478338,-2.327567765291049,-2.0511647914660216,Q21M-Q294K,260.0,O2,25.0,DBL
delta_bohr,1.0191596744573415,1.0212500028229163,1.0175484086673727,0.7537652166181525,1.261752377722146,Q21M-Q294K,260.0,O2,25.0,DBL
chain,2.5,2.5,4.0,1,4,Q21M-Q294K,260.0,O2,50.0,DBL
chain_idx,500.5,500.5,484.0,1,951,Q21M-Q294K,260.0,O2,50.0,DBL
warmup,0.0,0.0,0.0,0,0,Q21M-Q294K,260.0,O2,50.0,DBL
divergent__,0.0,0.0,0.0,0,0,Q21M-Q294K,260.0,O2,50.0,DBL
energy__,-39.79184279766338,-40.15403560648948,-40.41589729631001,-43.27322043211579,-35.365528716871765,Q21M-Q294K,260.0,O2,50.0,DBL
treedepth__,2.68225,3.0,3.0,2,3,Q21M-Q294K,260.0,O2,50.0,DBL
accept_stat__,0.9180314783961657,0.9583741633943552,0.9671505211524011,0.7059049277443868,1.0,Q21M-Q294K,260.0,O2,50.0,DBL
stepsize__,0.4945852247212511,0.49254593205194563,0.5276558040934692,0.4177161404452147,0.5755328943358995,Q21M-Q294K,260.0,O2,50.0,DBL
n_leapfrog__,6.3405,7.0,7.0,3,7,Q21M-Q294K,260.0,O2,50.0,DBL
fc_mu_wt,0.46458771323237524,0.46475747007925666,0.46472580848964806,0.43182528045102264,0.495695748424809,Q21M-Q294K,260.0,O2,50.0,DBL
log_fc_sigma_wt,-2.982220144982824,-2.9981907241335772,-3.084817650380339,-3.4480824812811974,-2.5286311284899083,Q21M-Q294K,260.0,O2,50.0,DBL
fc_mu_mut,0.12629490582762112,0.1262542474810614,0.1253474450243074,0.10350757861187232,0.1506346070851231,Q21M-Q294K,260.0,O2,50.0,DBL
log_fc_sigma_mut,-3.66399752150291,-3.7040186861362425,-3.900558518325055,-4.323146474449449,-2.9547428661429684,Q21M-Q294K,260.0,O2,50.0,DBL
fc_sigma_wt,0.05216609825046418,0.049877228461548934,0.045738373514846706,0.031637283504069524,0.07936885901851479,Q21M-Q294K,260.0,O2,50.0,DBL
fc_sigma_mut,0.027542480035447254,0.02462436981879803,0.02023060912389852,0.011989557857536736,0.0491833786534546,Q21M-Q294K,260.0,O2,50.0,DBL
lp__,41.80290908891834,42.13877328754063,44.04754399543489,38.55341628363289,44.0016339439378,Q21M-Q294K,260.0,O2,50.0,DBL
bohr_wt,-0.14203817645713898,-0.14120427132938815,-0.14133155059690589,-0.27440791322582225,-0.017217431616038423,Q21M-Q294K,260.0,O2,50.0,DBL
bohr_mut,-1.938485569182994,-1.9344917214976816,-1.942737285809999,-2.15884500612682,-1.7296323903826492,Q21M-Q294K,260.0,O2,50.0,DBL
delta_bohr,1.7964473927258562,1.7948975180228477,1.801405735213093,1.539234830939284,2.0553552191024256,Q21M-Q294K,260.0,O2,50.0,DBL
chain,2.5,2.5,1.0,1,4,Q21M-Q294K,260.0,O2,75.0,DBL
chain_idx,500.5,500.5,551.0,1,951,Q21M-Q294K,260.0,O2,75.0,DBL
warmup,0.0,0.0,0.0,0,0,Q21M-Q294K,260.0,O2,75.0,DBL
divergent__,0.0,0.0,0.0,0,0,Q21M-Q294K,260.0,O2,75.0,DBL
energy__,-36.71810247923137,-37.01029823740957,-38.80527873613346,-40.1851770823722,-32.42029235159827,Q21M-Q294K,260.0,O2,75.0,DBL
treedepth__,2.70875,3.0,2.0,2,3,Q21M-Q294K,260.0,O2,75.0,DBL
accept_stat__,0.9309623386111046,0.964925175735422,0.9511364386332509,0.7531163943815449,1.0,Q21M-Q294K,260.0,O2,75.0,DBL
stepsize__,0.4998955986721803,0.4935509793959606,0.5890644069011509,0.4234160289956191,0.5890644069011509,Q21M-Q294K,260.0,O2,75.0,DBL
n_leapfrog__,6.4895,7.0,3.0,3,7,Q21M-Q294K,260.0,O2,75.0,DBL
fc_mu_wt,0.5794946261139791,0.5793243448965034,0.5815406590681752,0.5220213592895495,0.6400631807329086,Q21M-Q294K,260.0,O2,75.0,DBL
log_fc_sigma_wt,-2.3692760518942197,-2.386585804665361,-2.4986333354109784,-2.847839308251725,-1.9148927779521774,Q21M-Q294K,260.0,O2,75.0,DBL
fc_mu_mut,0.11791553677759978,0.1178139080516884,0.11800473141821477,0.10533416411749108,0.1305059579362664,Q21M-Q294K,260.0,O2,75.0,DBL
log_fc_sigma_mut,-4.316327280169101,-4.354821384496137,-4.54974116191296,-4.960028243108987,-3.595174984346225,Q21M-Q294K,260.0,O2,75.0,DBL
fc_sigma_wt,0.09640726910714147,0.09194306022409804,0.08219725797777692,0.057818149104287286,0.14716919958346775,Q21M-Q294K,260.0,O2,75.0,DBL
fc_sigma_mut,0.014325201494725642,0.012844733878455711,0.010569939932837587,0.006268942339295104,0.025590980380111778,Q21M-Q294K,260.0,O2,75.0,DBL
lp__,38.79265319684842,39.1756596109503,41.10886262778826,35.55590443630218,41.07000908201786,Q21M-Q294K,260.0,O2,75.0,DBL
bohr_wt,0.3219623673066443,0.32000038089865895,0.3291011596008593,0.07077785712415116,0.5572162392892315,Q21M-Q294K,260.0,O2,75.0,DBL
bohr_mut,-2.013780830734385,-2.0132966933447696,-2.011461971146315,-2.136342397096675,-1.8939059344237386,Q21M-Q294K,260.0,O2,75.0,DBL
delta_bohr,2.335743198041031,2.3341439462875986,2.3405631307471744,2.0649824475161425,2.5938363716162907,Q21M-Q294K,260.0,O2,75.0,DBL
chain,2.5,2.5,3.0,1,4,Q21M-Q294K,260.0,O2,100.0,DBL
chain_idx,500.5,500.5,678.0,1,951,Q21M-Q294K,260.0,O2,100.0,DBL
warmup,0.0,0.0,0.0,0,0,Q21M-Q294K,260.0,O2,100.0,DBL
divergent__,0.0,0.0,0.0,0,0,Q21M-Q294K,260.0,O2,100.0,DBL
energy__,-36.4618846737475,-36.791872397885115,-36.93525519430743,-39.84947953713055,-32.43854150229174,Q21M-Q294K,260.0,O2,100.0,DBL
treedepth__,2.74525,3.0,3.0,2,3,Q21M-Q294K,260.0,O2,100.0,DBL
accept_stat__,0.9310177502318013,0.965786732155159,0.9249088309822084,0.7468243413743955,1.0,Q21M-Q294K,260.0,O2,100.0,DBL
stepsize__,0.44373281738255416,0.44103488536107555,0.4303206160216074,0.40259002487974227,0.4902714739282127,Q21M-Q294K,260.0,O2,100.0,DBL
n_leapfrog__,6.829,7.0,7.0,3,7,Q21M-Q294K,260.0,O2,100.0,DBL
fc_mu_wt,0.7000994786929156,0.699995948711523,0.6973854661806933,0.6582756850638108,0.741777227877035,Q21M-Q294K,260.0,O2,100.0,DBL
log_fc_sigma_wt,-2.6715946383252165,-2.6889443056702413,-2.722182760123303,-3.0942606283926253,-2.190940506370393,Q21M-Q294K,260.0,O2,100.0,DBL
fc_mu_mut,0.1276618065932512,0.12788632783251208,0.1283528685080011,0.1027728686228484,0.15018428887443025,Q21M-Q294K,260.0,O2,100.0,DBL
log_fc_sigma_mut,-3.688800243039362,-3.7241406947570916,-3.910207135927147,-4.346530321374698,-2.9871810085465533,Q21M-Q294K,260.0,O2,100.0,DBL
fc_sigma_wt,0.07117336240546086,0.06795263873426023,0.06573112245340734,0.041851120609189905,0.10703960093880621,Q21M-Q294K,260.0,O2,100.0,DBL
fc_sigma_mut,0.02679427266678952,0.024133829869980864,0.02003635038380821,0.01148524088107279,0.04742588055868051,Q21M-Q294K,260.0,O2,100.0,DBL
lp__,38.497845374685234,38.840011135263026,40.687723517087335,35.577294198347445,40.66968789377251,Q21M-Q294K,260.0,O2,100.0,DBL
bohr_wt,0.8498406706197492,0.8472785693527226,0.8348784640127553,0.6494569163675402,1.0485576586265692,Q21M-Q294K,260.0,O2,100.0,DBL
bohr_mut,-1.9262482490228547,-1.9197779683336043,-1.9156014201141986,-2.1339696279205906,-1.7044687573735124,Q21M-Q294K,260.0,O2,100.0,DBL
delta_bohr,2.7760889196426044,2.7691983282575903,2.750479884126954,2.465628161379025,3.04290105379882,Q21M-Q294K,260.0,O2,100.0,DBL
chain,2.5,2.5,3.0,1,4,Q21M-Q294K,260.0,O2,250.0,DBL
chain_idx,500.5,500.5,301.0,1,951,Q21M-Q294K,260.0,O2,250.0,DBL
warmup,0.0,0.0,0.0,0,0,Q21M-Q294K,260.0,O2,250.0,DBL
divergent__,0.0,0.0,0.0,0,0,Q21M-Q294K,260.0,O2,250.0,DBL
energy__,-32.61224420797305,-32.974962216550786,-36.34495132594653,-36.34927963056144,-28.27226213389987,Q21M-Q294K,260.0,O2,250.0,DBL
treedepth__,2.65375,3.0,2.0,2,3,Q21M-Q294K,260.0,O2,250.0,DBL
accept_stat__,0.9102048433194966,0.9538967606940447,0.9971270621859253,0.6670134347389389,1.0,Q21M-Q294K,260.0,O2,250.0,DBL
stepsize__,0.5085664282120953,0.4872997600647291,0.44463735728041953,0.4357202381838495,0.6239459545349212,Q21M-Q294K,260.0,O2,250.0,DBL
n_leapfrog__,6.324,7.0,5.0,3,7,Q21M-Q294K,260.0,O2,250.0,DBL
fc_mu_wt,0.8660073592327296,0.8661469593001478,0.8665190943528626,0.8272820374705909,0.9036854160617229,Q21M-Q294K,260.0,O2,250.0,DBL
log_fc_sigma_wt,-2.94041582747306,-2.963111750875605,-3.0190141076899484,-3.4471661347408022,-2.4062418561132373,Q21M-Q294K,260.0,O2,250.0,DBL
fc_mu_mut,0.17359602126366636,0.17344308048095752,0.17249281590297627,0.14052794552225445,0.20383790508382627,Q21M-Q294K,260.0,O2,250.0,DBL
log_fc_sigma_mut,-3.436736295334674,-3.4846463566797885,-3.63773515168058,-4.118986582296321,-2.7006212272068093,Q21M-Q294K,260.0,O2,250.0,DBL
fc_sigma_wt,0.054958115801323364,0.05165792025736464,0.048849354832706374,0.029435897928386162,0.08624198084145626,Q21M-Q294K,260.0,O2,250.0,DBL
fc_sigma_mut,0.034841425154664374,0.03066460087610306,0.026311868924856735,0.014889294341069179,0.06388773787057177,Q21M-Q294K,260.0,O2,250.0,DBL
lp__,34.633515408583044,35.06812041740195,36.95959353377795,31.29411301421653,36.915112596381675,Q21M-Q294K,260.0,O2,250.0,DBL
bohr_wt,1.876393490392462,1.867312107103299,1.870525706345898,1.5525172730120285,2.2199061943464167,Q21M-Q294K,260.0,O2,250.0,DBL
bohr_mut,-1.564681604087682,-1.5614193045300058,-1.5680622002368898,-1.7604558216587685,-1.3193435543607948,Q21M-Q294K,260.0,O2,250.0,DBL
delta_bohr,3.4410750944801394,3.428974062752001,3.4385879065827876,3.023061965316627,3.8245036827130274,Q21M-Q294K,260.0,O2,250.0,DBL
chain,2.5,2.5,1.0,1,4,Q21M-Q294K,260.0,O2,500.0,DBL
chain_idx,500.5,500.5,686.0,1,951,Q21M-Q294K,260.0,O2,500.0,DBL
warmup,0.0,0.0,0.0,0,0,Q21M-Q294K,260.0,O2,500.0,DBL
divergent__,0.0,0.0,0.0,0,0,Q21M-Q294K,260.0,O2,500.0,DBL
energy__,-34.36277476978121,-34.70071278125935,-37.99467335177707,-37.946924951868446,-29.95921955462109,Q21M-Q294K,260.0,O2,500.0,DBL
treedepth__,2.7345,3.0,1.0,2,3,Q21M-Q294K,260.0,O2,500.0,DBL
accept_stat__,0.9367701370203236,0.9665215527460862,0.9807738398612672,0.7731577576791933,1.0,Q21M-Q294K,260.0,O2,500.0,DBL
stepsize__,0.5068640288205718,0.5258209111258061,0.5583618985976474,0.4174523944330027,0.5583618985976474,Q21M-Q294K,260.0,O2,500.0,DBL
n_leapfrog__,6.618,7.0,3.0,3,7,Q21M-Q294K,260.0,O2,500.0,DBL
fc_mu_wt,0.8973247252940701,0.897384279994651,0.8960779912657941,0.8593217939281896,0.9328447455168488,Q21M-Q294K,260.0,O2,500.0,DBL
log_fc_sigma_wt,-2.8656956958588204,-2.8835475934294803,-2.9466185317526516,-3.3120097286889116,-2.4065499770691017,Q21M-Q294K,260.0,O2,500.0,DBL
fc_mu_mut,0.26846677061835333,0.2681374307104792,0.2698389092372664,0.22068882359800146,0.31489921646810437,Q21M-Q294K,260.0,O2,500.0,DBL
log_fc_sigma_mut,-2.9983182304882954,-3.0469792170421126,-3.1996390899141374,-3.664293137687204,-2.281735353807282,Q21M-Q294K,260.0,O2,500.0,DBL
fc_sigma_wt,0.058599443109622874,0.0559359723425796,0.0525169905744118,0.03524547547641638,0.08861035991451302,Q21M-Q294K,260.0,O2,500.0,DBL
fc_sigma_mut,0.053673432959365885,0.04750220213211022,0.04077691812398606,0.02187458046088177,0.09672219415853578,Q21M-Q294K,260.0,O2,500.0,DBL
lp__,36.37511722485627,36.74566659033357,38.693432240681545,33.059847242597186,38.59636859180184,Q21M-Q294K,260.0,O2,500.0,DBL
bohr_wt,2.1847367241474838,2.1684930434412917,2.1543867512138197,1.772096744546698,2.585650747217523,Q21M-Q294K,260.0,O2,500.0,DBL
bohr_mut,-1.0056723535409686,-1.0040930993667825,-0.9954400335877717,-1.2556859207265318,-0.771854676059441,Q21M-Q294K,260.0,O2,500.0,DBL
delta_bohr,3.1904090776884577,3.1748659866457016,3.1498267848015913,2.7529652771547273,3.6803979341671305,Q21M-Q294K,260.0,O2,500.0,DBL
chain,2.5,2.5,2.0,1,4,Q21M-Q294K,260.0,O2,1000.0,DBL
chain_idx,500.5,500.5,725.0,1,951,Q21M-Q294K,260.0,O2,1000.0,DBL
warmup,0.0,0.0,0.0,0,0,Q21M-Q294K,260.0,O2,1000.0,DBL
divergent__,0.0,0.0,0.0,0,0,Q21M-Q294K,260.0,O2,1000.0,DBL
energy__,-32.67672386064862,-33.03717192423235,-35.241470355018485,-36.19244105399221,-28.499122668815218,Q21M-Q294K,260.0,O2,1000.0,DBL
treedepth__,2.673,3.0,3.0,2,3,Q21M-Q294K,260.0,O2,1000.0,DBL
accept_stat__,0.9246721310177255,0.9595777758216295,0.9549430343496906,0.7240895482163463,1.0,Q21M-Q294K,260.0,O2,1000.0,DBL
stepsize__,0.5134155071178806,0.5121810447085301,0.46835400172501535,0.4338955453358058,0.5954043937184561,Q21M-Q294K,260.0,O2,1000.0,DBL
n_leapfrog__,6.3485,7.0,7.0,3,7,Q21M-Q294K,260.0,O2,1000.0,DBL
fc_mu_wt,0.9006652056586532,0.9011715785548525,0.8993235721278344,0.8678871726130372,0.9316622193329438,Q21M-Q294K,260.0,O2,1000.0,DBL
log_fc_sigma_wt,-2.950770801654725,-2.9689959967274304,-3.023106174624238,-3.4197638913530874,-2.4773874009601102,Q21M-Q294K,260.0,O2,1000.0,DBL
fc_mu_mut,0.3698355939032445,0.3696026930727496,0.37167792187436255,0.29264214062445804,0.44862180997769985,Q21M-Q294K,260.0,O2,1000.0,DBL
log_fc_sigma_mut,-2.5291645687691324,-2.574124430073667,-2.7678221209303504,-3.146224609065709,-1.7737431672505204,Q21M-Q294K,260.0,O2,1000.0,DBL
fc_sigma_wt,0.05396005960530853,0.05135484489049301,0.04864986843724219,0.030486090547505663,0.08102372048525491,Q21M-Q294K,260.0,O2,1000.0,DBL
fc_sigma_mut,0.08601624478149911,0.07622053062278189,0.06279862372655626,0.0365341688902679,0.1548340888252051,Q21M-Q294K,260.0,O2,1000.0,DBL
lp__,34.656197798317685,35.05158565432584,36.94884267867171,31.435371531074246,36.8904896099511,Q21M-Q294K,260.0,O2,1000.0,DBL
bohr_wt,2.217989502963031,2.210310441175122,2.189731204593494,1.8381298684795766,2.5601014919868303,Q21M-Q294K,260.0,O2,1000.0,DBL
bohr_mut,-0.5380887043522323,-0.5339216404996785,-0.525025220418551,-0.875479429133807,-0.19979120842037018,Q21M-Q294K,260.0,O2,1000.0,DBL
delta_bohr,2.7560782073152583,2.746136423599692,2.7147564250120446,2.271923381842757,3.2318615024272193,Q21M-Q294K,260.0,O2,1000.0,DBL
chain,2.5,2.5,3.0,1,4,Q21M-Q294K,260.0,O2,5000.0,DBL
chain_idx,500.5,500.5,459.0,1,951,Q21M-Q294K,260.0,O2,5000.0,DBL
warmup,0.0,0.0,0.0,0,0,Q21M-Q294K,260.0,O2,5000.0,DBL
divergent__,0.0,0.0,0.0,0,0,Q21M-Q294K,260.0,O2,5000.0,DBL
energy__,-21.30955607447194,-21.658166583071896,-25.28202354371715,-24.72547690609846,-16.873039378915003,Q21M-Q294K,260.0,O2,5000.0,DBL
treedepth__,2.684,3.0,3.0,2,3,Q21M-Q294K,260.0,O2,5000.0,DBL
accept_stat__,0.9238929572618401,0.9597505722206447,0.9914465920735182,0.7309333600915028,1.0,Q21M-Q294K,260.0,O2,5000.0,DBL
stepsize__,0.47890330094244854,0.4715445659164752,0.42478048921128303,0.41737711001163175,0.5551469619251956,Q21M-Q294K,260.0,O2,5000.0,DBL
n_leapfrog__,6.4795,7.0,7.0,3,7,Q21M-Q294K,260.0,O2,5000.0,DBL
fc_mu_wt,0.8780969808844,0.8785245045924335,0.8726763808306495,0.8020798692042309,0.9459975963105871,Q21M-Q294K,260.0,O2,5000.0,DBL
log_fc_sigma_wt,-2.212916414806059,-2.2312157949305353,-2.3329193471530996,-2.704191887492533,-1.733623394856994,Q21M-Q294K,260.0,O2,5000.0,DBL
fc_mu_mut,0.6398351588155397,0.6400480428869129,0.6452788995976624,0.5401787023836502,0.7458844802288875,Q21M-Q294K,260.0,O2,5000.0,DBL
log_fc_sigma_mut,-2.20913327149328,-2.239276355136572,-2.457818330108412,-2.8296986821164998,-1.4732445924700723,Q21M-Q294K,260.0,O2,5000.0,DBL
fc_sigma_wt,0.11295955587495556,0.10739777708480432,0.09701212122986673,0.06413549410658954,0.1714748569600575,Q21M-Q294K,260.0,O2,5000.0,DBL
fc_sigma_mut,0.1176576783393233,0.10653557052325704,0.08562154529714074,0.052861686436784266,0.2142526821643574,Q21M-Q294K,260.0,O2,5000.0,DBL
lp__,23.293484509646056,23.672314702995052,25.61312705015152,20.175768417859338,25.56479858095507,Q21M-Q294K,260.0,O2,5000.0,DBL
bohr_wt,2.025819085319617,1.9785312435984075,1.9248327615433487,1.3283913689280877,2.7754414571051793,Q21M-Q294K,260.0,O2,5000.0,DBL
bohr_mut,0.5815560964049836,0.5755726705082455,0.5983507777788901,0.12376763340867245,1.034513761520832,Q21M-Q294K,260.0,O2,5000.0,DBL
delta_bohr,1.4442629889146286,1.4037205177222463,1.3264819837644586,0.6240148964455359,2.333211097698814,Q21M-Q294K,260.0,O2,5000.0,DBL
chain,2.5,2.5,1.0,1,4,Q21M-Q294V,260.0,O2,0.0,DBL
chain_idx,500.5,500.5,109.0,1,951,Q21M-Q294V,260.0,O2,0.0,DBL
warmup,0.0,0.0,0.0,0,0,Q21M-Q294V,260.0,O2,0.0,DBL
divergent__,0.0,0.0,0.0,0,0,Q21M-Q294V,260.0,O2,0.0,DBL
energy__,-56.30451375742384,-56.692055492425425,-59.53363086528601,-59.64769234716262,-52.049853715880545,Q21M-Q294V,260.0,O2,0.0,DBL
treedepth__,2.736,3.0,2.0,2,3,Q21M-Q294V,260.0,O2,0.0,DBL
accept_stat__,0.910258124453533,0.9642287625751453,1.0,0.6077254096559273,1.0,Q21M-Q294V,260.0,O2,0.0,DBL
stepsize__,0.4815257110241015,0.48088072873300636,0.5160385768432788,0.4313078796176415,0.5330335070127721,Q21M-Q294V,260.0,O2,0.0,DBL
n_leapfrog__,6.7755,7.0,7.0,3,7,Q21M-Q294V,260.0,O2,0.0,DBL
fc_mu_wt,0.014955719926846594,0.014960750442178927,0.015090133138727313,0.013161611355633984,0.016926657035006065,Q21M-Q294V,260.0,O2,0.0,DBL
log_fc_sigma_wt,-5.830705721019478,-5.852519834489909,-5.938099236407821,-6.274802896436559,-5.327387959406225,Q21M-Q294V,260.0,O2,0.0,DBL
fc_mu_mut,0.0462495556491658,0.03538385347508033,0.04355356741431671,2.163836735269431e-05,0.12272149321196335,Q21M-Q294V,260.0,O2,0.0,DBL
log_fc_sigma_mut,-2.0328047200650157,-2.08241500433085,-2.132869852880708,-2.690147866207567,-1.298273003478351,Q21M-Q294V,260.0,O2,0.0,DBL
